Date,Title,ppc_Title,Tokens,Stop_tokens,Sentiment_Word,Pos_Word,Neg_Word,Zero_Word,Score
2023-06-01,"네이버, 금지·혐오 표현 기준 개정…12일부터 정책 적용",네이버  금지 혐오 표현 기준 개정 12일부터 정책 적용,"['네이버', '금지', '혐오', '표현', '기준', '개정', '정책', '적용']",금지 혐오 표현 기준 개정 정책 적용,"금지, 혐오, 정책",,"금지, 혐오","표현, 기준, 개정, 정책, 적용",-3
2023-06-01,"네이버, 초거대 AI로 소상공인 라이브커머스 대본 작성 돕는 이유",네이버  초거대 AI로 소상공인 라이브커머스 대본 작성 돕는 이유,"['네이버', '거대', '상공인', '라이브', '커머스', '대본', '작성', '이유']",거대 상공인 라이브 커머스 대본 작성 이유,"거대, 이유",거대,,"상공인, 라이브, 커머스, 대본, 작성, 이유",1
2023-06-01,네이버 악성 댓글땐 ‘악플러 꼬리표’ 단다,네이버 악성 댓글땐  악플러 꼬리표  단다,"['네이버', '악성', '댓글', '때', '악플', '꼬리표']",악성 댓글 악플 꼬리표,"악성, 댓글, 악플, 꼬리표",,"악성, 악플, 꼬리표",댓글,-5
2023-06-01,네이버가 4달간 중소상공인 브랜드 구축 돕는다,네이버가 4달간 중소상공인 브랜드 구축 돕는다,"['네이버', '중소', '상공인', '브랜드', '구축']",중소 상공인 브랜드 구축,구축,구축,,"중소, 상공인, 브랜드",1
2023-06-01,네이버·카카오 인물정보에 '장례지도사' 등 5개 직업 추가,네이버 카카오 인물정보에  장례지도사  등 5개 직업 추가,"['네이버', '카카오', '인물', '정보', '장례', '지도사', '직업', '추가']",카카오 인물 정보 장례 지도사 직업 추가,"카카오, 정보, 추가",추가,,"카카오, 인물, 정보, 장례, 지도사, 직업",1
2023-06-01,"현대차證 “네이버, 하이퍼클로바X 시장 연착륙할 것”",현대차證  네이버  하이퍼클로바X 시장 연착륙할 것,"['현대차', '네이버', '하이퍼클로바X', '시장', '연착륙']",현대차 하이퍼클로바X 시장 연착륙,"현대차, 시장",,,"현대차, 하이퍼클로바X, 시장, 연착륙",0
2023-06-01,"재난상황 ‘주연’된 네이버...공공인프라 된 플랫폼, 책임 어디까지?",재난상황  주연 된 네이버   공공인프라 된 플랫폼  책임 어디까지,"['재난', '상황', '주연', '네이버', '공공', '인프라', '플랫폼', '책임']",재난 상황 주연 공공 인프라 플랫폼 책임,"재난, 상황, 플랫폼",,재난,"상황, 주연, 공공, 인프라, 플랫폼, 책임",-2
2023-06-01,"AI 웹툰 논란에 네이버·카카오 ""인간 작품만 받는다""",AI 웹툰 논란에 네이버 카카오  인간 작품만 받는다,"['웹툰', '논란', '네이버', '카카오', '인간', '작품']",웹툰 논란 카카오 인간 작품,"논란, 카카오, 인간",,논란,"웹툰, 카카오, 인간, 작품",-1
2023-06-01,네이버가 300억 투자한 패션 플랫폼 ‘브랜디’ 자금 수혈 필요,네이버가 300억 투자한 패션 플랫폼  브랜디  자금 수혈 필요,"['네이버', '투자', '패션', '플랫폼', '브랜디', '자금', '수혈', '필요']",투자 패션 플랫폼 브랜디 자금 수혈 필요,"투자, 플랫폼, 자금, 필요","투자, 자금",필요,"패션, 플랫폼, 브랜디, 수혈",1
2023-06-01,"네이버 마비, 5분 만에 복구됐지만… 실제 재난에선 어쩌나",네이버 마비  5분 만에 복구됐지만  실제 재난에선 어쩌나,"['네이버', '마비', '복구', '재난']",마비 복구 재난,"마비, 복구, 재난",복구,"마비, 재난",,-2
2023-06-01,“트위터 보단 네이버 사용자가 훨씬 많은데…‘실검’ 부활시켰으면”,트위터 보단 네이버 사용자가 훨씬 많은데  실검  부활시켰으면,"['트위터', '네이버', '사용', '실', '검', '부활']",트위터 사용 실 검 부활,부활,부활,,"트위터, 사용, 실, 검",1
2023-06-01,"‘김현철 국정개입 폭로’ 의사, 네이버 고소…“내 자료 파기”",김현철 국정개입 폭로  의사  네이버 고소  내 자료 파기,"['김현철', '국정', '개입', '폭로', '의사', '네이버', '고소', '자료', '파기']",김현철 국정 개입 폭로 의사 고소 자료 파기,"폭로, 고소",,"폭로, 고소","김현철, 국정, 개입, 의사, 자료, 파기",-2
2023-06-01,"‘소년판타지’, MBC-네이버 나우-아베마(ABEMA), 127분 생방송 동시 중계",소년판타지   MBC 네이버 나우 아베마 ABEMA   127분 생방송 동시 중계,"['소년', '판타지', '네이버', '나우', '아베', '방송', '동시', '중계']",소년 판타지 나우 아베 방송 동시 중계,방송,,,"소년, 판타지, 나우, 아베, 방송, 동시, 중계",0
2023-06-01,"前 YS 주치의, 네이버 고소…""내 자료 무단삭제""",前 YS 주치의  네이버 고소  내 자료 무단삭제,"['주치의', '네이버', '고소', '자료', '무단', '삭제']",주치의 고소 자료 무단 삭제,"고소, 무단, 삭제",,"고소, 무단, 삭제","주치의, 자료",-3
2023-06-01,北 발사체 경보 뒤 네이버 5분간 먹통… 시민들 혼란 가중,北 발사체 경보 뒤 네이버 5분간 먹통  시민들 혼란 가중,"['발사체', '경보', '뒤', '네이버', '먹통', '시민', '혼란', '가중']",발사체 경보 뒤 먹통 시민 혼란 가중,"먹통, 혼란",,"먹통, 혼란","발사체, 경보, 뒤, 시민, 가중",-2
2023-06-01,"네이버 계열사 7곳, 임금인상 4.8~6% 잠정합의",네이버 계열사 7곳  임금인상 4 8 6  잠정합의,"['네이버', '계열사', '곳', '임금', '인상', '잠정', '합의']",계열사 곳 임금 인상 잠정 합의,"계열사, 임금, 인상, 잠정, 합의",인상,"잠정, 합의","계열사, 곳, 임금",-1
2023-06-01,"與 포털위, 네이버 뉴스 개편에 ""언론사 클릭장사 격화 우려 나와""",與 포털위  네이버 뉴스 개편에  언론사 클릭장사 격화 우려 나와,"['포털', '위', '네이버', '뉴스', '개편', '언론사', '클릭', '장사', '격화', '우려']",포털 위 뉴스 개편 언론사 클릭 장사 격화 우려,"뉴스, 개편, 격화, 우려",개편,"격화, 우려","포털, 위, 뉴스, 언론사, 클릭, 장사",-1
2023-06-01,네이버페이 대출 갈아타기 오픈… 낮은 금리로 갈아타고 잘 갚으면 포인트 지...,네이버페이 대출 갈아타기 오픈  낮은 금리로 갈아타고 잘 갚으면 포인트 지,"['네이버페이', '대출', '오픈', '금리', '포인트']",네이버페이 대출 오픈 금리 포인트,"대출, 오픈, 금리",오픈,,"네이버페이, 대출, 금리, 포인트",1
2023-06-01,"'네이버 검색 순위 조작'은 돈이 된다, 하지만 검찰에 들켰죠?",네이버 검색 순위 조작 은 돈이 된다  하지만 검찰에 들켰죠,"['네이버', '검색', '순위', '조작', '은', '돈', '검찰']",검색 순위 조작 돈 검찰,조작,,조작,"검색, 순위, 돈, 검찰",-1
2023-06-01,"""네이버판 로켓배송인거에요?"" 네이버 도착보장에 맘카페도 '꿈틀'",네이버판 로켓배송인거에요   네이버 도착보장에 맘카페도  꿈틀,"['네이버', '로켓', '배송', '네이버', '도착', '보장', '맘', '카페']",로켓 배송 도착 보장 맘 카페,"배송, 보장, 카페",보장,,"로켓, 배송, 도착, 맘, 카페",1
2023-06-01,北 발사체에 네이버도 모바일 접속 장애,北 발사체에 네이버도 모바일 접속 장애,"['발사체', '네이버', '모바일', '접속', '장애']",발사체 모바일 접속 장애,장애,,장애,"발사체, 모바일, 접속",-2
2023-06-01,"언총, 네이버 겨냥 ""뉴스장사 아닌 뉴스 공정성 얘기할 때""",언총  네이버 겨냥  뉴스장사 아닌 뉴스 공정성 얘기할 때,"['원총', '네이버', '겨냥', '뉴스', '장사', '뉴스', '공정', '얘기', '때']",원총 겨냥 뉴스 장사 뉴스 공정 얘기,"겨냥, 뉴스, 뉴스, 얘기",,겨냥,"원총, 뉴스, 장사, 뉴스, 공정, 얘기",-1
2023-06-01,"트리니티소프트 '코드레이 엑스지 V6.0', 네이버 마켓플레이스 등록",트리니티소프트  코드레이 엑스지 V6 0   네이버 마켓플레이스 등록,"['트리니티', '소프트', '코드', '레이', '엑스', '네이버', '마켓', '플레이스', '등록']",트리니티 소프트 코드 레이 엑스 마켓 플레이스 등록,엑스,,엑스,"트리니티, 소프트, 코드, 레이, 마켓, 플레이스, 등록",-1
2023-06-01,"[오늘의 증시 리포트] “네이버, AI와 로봇에 건 미래”",네이버  AI와 로봇에 건 미래,"['네이버', '로봇', '미래']",로봇 미래,미래,미래,,로봇,1
2023-06-01,北 발사체 경보 뒤 네이버 5분간 먹통,北 발사체 경보 뒤 네이버 5분간 먹통,"['발사체', '경보', '뒤', '네이버', '먹통']",발사체 경보 뒤 먹통,먹통,,먹통,"발사체, 경보, 뒤",-1
2023-06-01,"네이버 ""생성형 AI 도입돼도 검색 광고 수요 여전할 것""",네이버  생성형 AI 도입돼도 검색 광고 수요 여전할 것,"['네이버', '생성', '도입', '검색', '광고', '수요']",생성 도입 검색 광고 수요,"도입, 광고, 수요",도입,,"생성, 검색, 광고, 수요",1
2023-06-01,"서비스 개편 나선 네이버ㆍ카카오, 새 먹거리 발굴 속도",서비스 개편 나선 네이버ㆍ카카오  새 먹거리 발굴 속도,"['서비스', '개편', '네이버', '카카오', '먹거리', '발굴', '속']",서비스 개편 카카오 먹거리 발굴 속,"서비스, 개편, 카카오, 발굴","개편, 발굴",,"서비스, 카카오, 먹거리, 속",2
2023-06-01,오퀴즈 '에스트라 네이버 쇼핑 라이브' 8시 정답은?,오퀴즈  에스트라 네이버 쇼핑 라이브  8시 정답은,"['오', '퀴즈', '웨스트', '네이버', '쇼핑', '라이브', '정답']",오 퀴즈 웨스트 쇼핑 라이브 정답,정답,,,"오, 퀴즈, 웨스트, 쇼핑, 라이브, 정답",0
2023-06-01,"미래에셋증권, 네이버클라우드와 손잡고 ‘빅데이터 페스티벌’ 개최",미래에셋증권  네이버클라우드와 손잡고  빅데이터 페스티벌  개최,"['미래에셋증권', '네이버클라우드', '빅데이터', '페스티벌', '개최']",미래에셋증권 네이버클라우드 빅데이터 페스티벌 개최,개최,개최,,"미래에셋증권, 네이버클라우드, 빅데이터, 페스티벌",1
2023-06-01,"재난 경보에 먹통된 네이버…""서버 확충해야""",재난 경보에 먹통된 네이버  서버 확충해야,"['재난', '경보', '먹통', '네이버', '서버', '확충']",재난 경보 먹통 서버 확충,"재난, 먹통, 확충",확충,"재난, 먹통","경보, 서버",-2
2023-06-01,"'단기차입금' 증가한 네이버클라우드, 하이퍼클로바X로 기회 찾을까",단기차입금  증가한 네이버클라우드  하이퍼클로바X로 기회 찾을까,"['단기', '차입금', '증가', '네이버클라우드', '하이퍼클로바X', '기회']",단기 차입금 증가 네이버클라우드 하이퍼클로바X 기회,"단기, 증가, 기회","증가, 기회",,"단기, 차입금, 네이버클라우드, 하이퍼클로바X",2
2023-06-01,"서울디지털재단–네이버클라우드, 업무 협약 체결",서울디지털재단 네이버클라우드  업무 협약 체결,"['서울', '디지털', '재단', '네이버클라우드', '업무', '협약', '체결']",서울 디지털 재단 네이버클라우드 업무 협약 체결,"디지털, 협약, 체결","협약, 체결",,"서울, 디지털, 재단, 네이버클라우드, 업무",2
2023-06-01,"글로벌 3대 AI학회 논문수, 삼성 17위-네이버 18위 머물러",글로벌 3대 AI학회 논문수  삼성 17위 네이버 18위 머물러,"['글로벌', '학회', '논문', '수', '삼성', '네이버']",글로벌 학회 논문 삼성,"글로벌, 삼성",,,"글로벌, 학회, 논문, 삼성",0
2023-06-01,"산업부, 하드웨어 첨단전략산업 '총력대응'에 최수연 네이버 대표 포함...왜?",산업부  하드웨어 첨단전략산업  총력대응 에 최수연 네이버 대표 포함   왜,"['산업부', '하드웨어', '첨단', '전략', '산업', '총력', '대응', '최', '수연', '네이버', '대표', '포함']",산업부 하드웨어 첨단 전략 산업 총력 대응 최 수연 대표 포함,"대응, 대표",,대응,"산업부, 하드웨어, 첨단, 전략, 산업, 총력, 최, 수연, 대표, 포함",-1
2023-06-01,경기동부 우수 소상공인 기획전 '장인의 앞뜰리에' 20일간 네이버와 롯데온에...,경기동부 우수 소상공인 기획전  장인의 앞뜰리에  20일간 네이버와 롯데온에,"['경기', '동부', '우수', '상공인', '기획전', '장인', '앞뜰', '네이버', '롯데', '온']",경기 동부 우수 상공인 기획전 장인 앞뜰 롯데 온,우수,우수,,"경기, 동부, 상공인, 기획전, 장인, 앞뜰, 롯데, 온",2
2023-06-01,"엔씨디지텍, 네이버 스토어 '갤럭시북 HOT SUMMER' 특가 프로모션 행사 진행",엔씨디지텍  네이버 스토어  갤럭시북 HOT SUMMER  특가 프로모션 행사 진행,"['엔씨디지텍', '네이버', '스토어', '갤럭시', '북', '특가', '프로모션', '행사', '진행']",엔씨디지텍 스토어 갤럭시 북 특가 프로모션 행사 진행,"프로모션, 진행","프로모션, 진행",,"엔씨디지텍, 스토어, 갤럭시, 북, 특가, 행사",2
2023-06-01,잇따라 서버 불안정 일으킨 네이버…“트래픽 집중 대비책 세워야”,잇따라 서버 불안정 일으킨 네이버  트래픽 집중 대비책 세워야,"['서버', '안정', '네이버', '트래픽', '집중', '대비책']",서버 안정 트래픽 집중 대비책,"안정, 집중","안정, 집중",,"서버, 트래픽, 대비책",2
2023-06-01,"[포털 정상화 속도전] 당정 ""네이버·다음 독과점 심각…연내 정상화할 것""",당정  네이버 다음 독과점 심각 연내 정상화할 것,"['당정', '네이버', '다음', '독과점', '연내', '정상']",당정 다음 독과점 연내 정상,"다음, 독과점, 정상",정상,,"당정, 다음, 독과점, 연내",1
2023-06-01,"[종합주가지수] 밀린 코스피, LG에너지솔루션·네이버 등 엇갈린 주가",밀린 코스피  LG에너지솔루션 네이버 등 엇갈린 주가,"['코스피', '에너지', '솔루션', '네이버', '주가']",코스피 에너지 솔루션 주가,"코스피, 주가",,,"코스피, 에너지, 솔루션, 주가",0
2023-06-01,신세계 유니버스클럽 흥행할까…쿠팡·네이버 멤버십과 비교해보니,신세계 유니버스클럽 흥행할까 쿠팡 네이버 멤버십과 비교해보니,"['신세계', '유니버스', '클럽', '흥행', '쿠팡', '네이버', '멤버십', '비교']",신세계 유니버스 클럽 흥행 쿠팡 멤버십 비교,"신세계, 흥행, 쿠팡, 멤버십, 비교","신세계, 흥행",비교,"유니버스, 클럽, 쿠팡, 멤버십",1
2023-06-02,"태평양도서 5개국, 네이버 1784 방문…""IT 기술력이 국가 경쟁력""",태평양도서 5개국  네이버 1784 방문  IT 기술력이 국가 경쟁력,"['태평양', '도서', '네이버', '방문', '기술', '국가', '경쟁력']",태평양 도서 방문 기술 국가 경쟁력,"국가, 경쟁력",,,"태평양, 도서, 방문, 기술, 국가, 경쟁력",0
2023-06-02,네이버 인물정보 항목 다양화…본인 참여 서비스 모바일로 확대,네이버 인물정보 항목 다양화 본인 참여 서비스 모바일로 확대,"['네이버', '인물', '정보', '항목', '다양', '본인', '참여', '서비스', '모바일', '확대']",인물 정보 항목 다양 본인 참여 서비스 모바일 확대,"정보, 참여, 서비스, 확대","참여, 확대",,"인물, 정보, 항목, 다양, 본인, 서비스, 모바일",2
2023-06-02,"통계청-네이버, 초거대 AI 협업 방안 모색",통계청 네이버  초거대 AI 협업 방안 모색,"['통계청', '네이버', '거대', '협업', '방안', '모색']",통계청 거대 협업 방안 모색,"거대, 협업, 모색","거대, 협업, 모색",,"통계청, 방안",3
2023-06-02,네이버·토스 대환대출 플랫폼에 국민·신한은행 빠진 까닭은[경제블로그],네이버 토스 대환대출 플랫폼에 국민 신한은행 빠진 까닭은,"['네이버', '토스', '대화', '대출', '플랫폼', '국민', '신한은행', '까닭']",토스 대화 대출 플랫폼 국민 신한은행 까닭,"대출, 플랫폼, 국민",,,"토스, 대화, 대출, 플랫폼, 국민, 신한은행, 까닭",0
2023-06-02,"""회원관리 손쉽게""…카페24 '네이버 로그인 플러스 위자드' 선봬",회원관리 손쉽게  카페24  네이버 로그인 플러스 위자드  선봬,"['회원', '관리', '카페', '네이버', '로그인', '플러스', '위자드']",회원 관리 카페 로그인 플러스 위자드,"카페, 플러스",플러스,,"회원, 관리, 카페, 로그인, 위자드",1
2023-06-02,"네이버, 임직원과 로컬 SME가 직접 만나 소통 강화",네이버  임직원과 로컬 SME가 직접 만나 소통 강화,"['네이버', '임직원', '로컬', '소통', '강화']",임직원 로컬 소통 강화,강화,강화,,"임직원, 로컬, 소통",1
2023-06-02,한상혁 찍어내고 네이버·다음 손보기? '관제 포털' 시대 오나,한상혁 찍어내고 네이버 다음 손보기   관제 포털  시대 오나,"['한상혁', '네이버', '다음', '손보기', '관제', '포털', '시대']",한상혁 다음 손보기 관제 포털 시대,"다음, 시대",,,"한상혁, 다음, 손보기, 관제, 포털, 시대",0
2023-06-02,네이버 '뷰티·해외직구 윈도' 종료…패션타운에 새 둥지,네이버  뷰티 해외직구 윈도  종료 패션타운에 새 둥지,"['네이버', '뷰티', '해외직구', '윈도', '종료', '패션', '타운', '둥지']",뷰티 해외직구 윈도 종료 패션 타운 둥지,종료,,종료,"뷰티, 해외직구, 윈도, 패션, 타운, 둥지",-1
2023-06-02,"앳홈, 미닉스 미니 건조기 네이버 쇼핑에서 론칭",앳홈  미닉스 미니 건조기 네이버 쇼핑에서 론칭,"['홈', '미닉스', '미니', '건조기', '네이버', '쇼핑', '론칭']",홈 미닉스 미니 건조기 쇼핑 론칭,,,,"홈, 미닉스, 미니, 건조기, 쇼핑, 론칭",0
2023-06-02,임영웅 '마리히' 2회도 기대감 '쑥쑥'..선공개 3차 네이버TV 1위,임영웅  마리히  2회도 기대감  쑥쑥   선공개 3차 네이버TV 1위,"['임영웅', '마리히', '기대감', '선', '공개', '네이버']",임영웅 마리히 기대감 선 공개,기대감,기대감,,"임영웅, 마리히, 선, 공개",1
2023-06-02,"최민호 시장, 네이버 데이터센터 현장 방문···“안전사고 예방” 당부",최민호 시장  네이버 데이터센터 현장 방문    안전사고 예방  당부,"['최민호', '시장', '네이버', '데이터센터', '현장', '방문', '안전사고', '예방', '당부']",최민호 시장 데이터센터 현장 방문 안전사고 예방 당부,"시장, 예방",예방,,"최민호, 시장, 데이터센터, 현장, 방문, 안전사고, 당부",1
2023-06-02,"‘장례지도사’ ‘웨딩플래너’ 등 5개 직업군, 네이버·카카오 인물정보에 등...",장례지도사   웨딩플래너  등 5개 직업군  네이버 카카오 인물정보에 등,"['장례', '지도사', '웨딩플래너', '직업군', '네이버', '카카오', '인물', '정보']",장례 지도사 웨딩플래너 직업군 카카오 인물 정보,"카카오, 정보",,,"장례, 지도사, 웨딩플래너, 직업군, 카카오, 인물, 정보",0
2023-06-02,"네이버, 핀테크 관련 상장기업 브랜드평판 1위···카카오페이·KT 뒤쫓아",네이버  핀테크 관련 상장기업 브랜드평판 1위   카카오페이 KT 뒤쫓아,"['네이버', '핀테크', '관련', '상장', '기업', '브랜드', '평판', '카카오페이']",핀테크 관련 상장 기업 브랜드 평판 카카오페이,"핀테크, 관련, 상장, 기업, 카카오페이",상장,,"핀테크, 관련, 기업, 브랜드, 평판, 카카오페이",1
2023-06-02,"양산부산대병원, 네이버 클라우드와 업무협약…의료 혁신 앞장",양산부산대병원  네이버 클라우드와 업무협약 의료 혁신 앞장,"['양산', '부산대병원', '네이버', '클라우드', '업무', '협약', '의료', '혁신', '앞장']",양산 부산대병원 클라우드 업무 협약 의료 혁신 앞장,"양산, 클라우드, 협약, 혁신, 앞장","양산, 협약, 혁신, 앞장",,"부산대병원, 클라우드, 업무, 의료",4
2023-06-02,네이버데이터센터 공사 현장 둘러보는 세종시장,네이버데이터센터 공사 현장 둘러보는 세종시장,"['네이버', '데이터센터', '공사', '현장', '세종', '시장']",데이터센터 공사 현장 세종 시장,시장,,,"데이터센터, 공사, 현장, 세종, 시장",0
2023-06-02,"네이버, 금지 혐오표현 구체화…12일부터 적용",네이버  금지 혐오표현 구체화 12일부터 적용,"['네이버', '금지', '혐오', '표현', '구체', '적용']",금지 혐오 표현 구체 적용,"금지, 혐오",,"금지, 혐오","표현, 구체, 적용",-3
2023-06-02,"네이버·카카오, '성소수자(LGBTQ) 혐오' 표현 제재 나서",네이버 카카오   성소수자 LGBTQ  혐오  표현 제재 나서,"['네이버', '카카오', '성', '소수자', '혐오', '표현', '제재']",카카오 소수자 혐오 표현 제재,"카카오, 혐오, 제재",,"혐오, 제재","카카오, 소수자, 표현",-3
2023-06-02,"네이버 크림, 구매거부 기능 도입…C2C 플랫폼 소비자 보호 ‘시동’",네이버 크림  구매거부 기능 도입 C2C 플랫폼 소비자 보호  시동,"['네이버', '크림', '구매', '거부', '기능', '도입', '플랫폼', '소비자', '보호', '시동']",크림 구매 거부 기능 도입 플랫폼 소비자 보호 시동,"구매, 거부, 도입, 플랫폼, 보호","구매, 도입, 보호",거부,"크림, 기능, 플랫폼, 소비자, 시동",2
2023-06-02,X쌍도·딸X…네이버에서 혐오표현 쓰면 ‘삭제’,X쌍도 딸X 네이버에서 혐오표현 쓰면  삭제,"['쌍', '딸', '네이버', '혐오', '표현', '삭제']",쌍 딸 혐오 표현 삭제,"혐오, 삭제",,"혐오, 삭제","쌍, 딸, 표현",-3
2023-06-02,네이버 “AI가 라방 큐시트 작성해준다”,네이버  AI가 라방 큐시트 작성해준다,"['네이버', '라', '방', '큐시트', '작성']",방 큐시트 작성,,,,"방, 큐시트, 작성",0
2023-06-02,"네이버, 연내 새 단장 한다… '검색 GPT' 적용 검토",네이버  연내 새 단장 한다   검색 GPT  적용 검토,"['네이버', '연내', '단장', '검색', '적용', '검토']",연내 단장 검색 적용 검토,,,,"연내, 단장, 검색, 적용, 검토",0
2023-06-02,"네이버, 브랜딩 전략 수립부터 컨설팅, IP 구축까지 지원하는 'SME 브랜드 런...",네이버  브랜딩 전략 수립부터 컨설팅  IP 구축까지 지원하는  SME 브랜드 런,"['네이버', '브', '랜딩', '전략', '수립', '컨설팅', '구축', '지원', '브랜드', '런']",브 랜딩 전략 수립 컨설팅 구축 지원 브랜드 런,"구축, 지원","구축, 지원",,"브, 랜딩, 전략, 수립, 컨설팅, 브랜드, 런",2
2023-06-02,"""네이버 반등이냐 후퇴냐"" 서치GPT에 물어봐 [IT 언더라인]",네이버 반등이냐 후퇴냐  서치GPT에 물어봐,"['네이버', '반등', '후퇴', '서치']",반등 후퇴 서치,"반등, 후퇴",반등,후퇴,서치,1
2023-06-02,"국힘, ""네이버, 윤석열 검색… 비판 일색"" 이대로 안된다",국힘   네이버  윤석열 검색  비판 일색  이대로 안된다,"['국', '힘', '네이버', '윤석열', '검색', '비판', '일색']",국 힘 윤석열 검색 비판 일색,"윤석열, 비판",,비판,"국, 힘, 윤석열, 검색, 일색",-1
2023-06-02,"AI 관련주 밀어올린 엔비디아발 강풍 네이버에는 미풍 그쳐, 6월에는 달라질까",AI 관련주 밀어올린 엔비디아발 강풍 네이버에는 미풍 그쳐  6월에는 달라질까,"['관련주', '엔비디아', '발', '강풍', '네이버', '미풍']",관련주 엔비디아 발 강풍 미풍,관련주,,,"관련주, 엔비디아, 발, 강풍, 미풍",0
2023-06-02,"""비공개 밴드 콘텐츠 일방 삭제""..YS주치의, 네이버 고소",비공개 밴드 콘텐츠 일방 삭제   YS주치의  네이버 고소,"['공개', '밴드', '콘텐츠', '일방', '삭제', '주치의', '네이버', '고소']",공개 밴드 콘텐츠 일방 삭제 주치의 고소,"삭제, 고소",,"삭제, 고소","공개, 밴드, 콘텐츠, 일방, 주치의",-2
2023-06-02,"엔씨디지텍, 네이버 스토어 갤럭시북 핫썸머 황금연휴 한정 특가 행사 진행",엔씨디지텍  네이버 스토어 갤럭시북 핫썸머 황금연휴 한정 특가 행사 진행,"['엔씨디지텍', '네이버', '스토어', '갤럭시', '북', '핫', '썸머', '황금연휴', '한정', '특가', '행사', '진행']",엔씨디지텍 스토어 갤럭시 북 핫 썸머 황금연휴 한정 특가 행사 진행,진행,진행,,"엔씨디지텍, 스토어, 갤럭시, 북, 핫, 썸머, 황금연휴, 한정, 특가, 행사",1
2023-06-02,"네이버 '원쁠딜', 스타트업 아이디어 '원플원' 도용 의혹",네이버  원쁠딜   스타트업 아이디어  원플원  도용 의혹,"['네이버', '원쁠딜', '스타트업', '아이디어', '원플', '원', '도용', '의혹']",원쁠딜 스타트업 아이디어 원플 도용 의혹,의혹,,의혹,"원쁠딜, 스타트업, 아이디어, 원플, 도용",-1
2023-06-02,"몰리멜리프렌즈, 네이버 쇼핑 라이브 진행",몰리멜리프렌즈  네이버 쇼핑 라이브 진행,"['몰리멜리', '프렌즈', '네이버', '쇼핑', '라이브', '진행']",몰리멜리 프렌즈 쇼핑 라이브 진행,진행,진행,,"몰리멜리, 프렌즈, 쇼핑, 라이브",1
2023-06-02,광주요 6월 신제품 ‘담시리즈’ 출시… ‘네이버 브랜드데이’ 최대 21% 할인,광주요 6월 신제품  담시리즈  출시   네이버 브랜드데이  최대 21  할인,"['광주', '제품', '담', '시리즈', '출시', '네이버', '브랜드', '데이', '최대', '할인']",광주 제품 담 시리즈 출시 브랜드 데이 최대 할인,"출시, 최대, 할인","출시, 최대, 할인",,"광주, 제품, 담, 시리즈, 브랜드, 데이",3
2023-06-02,‘김현철 국정개입 폭로’ 의사 “내 자료 파기” 네이버 고소 [휴지통],김현철 국정개입 폭로  의사  내 자료 파기  네이버 고소,"['김현철', '국정', '개입', '폭로', '의사', '자료', '파기', '네이버', '고소']",김현철 국정 개입 폭로 의사 자료 파기 고소,"폭로, 고소",,"폭로, 고소","김현철, 국정, 개입, 의사, 자료, 파기",-2
2023-06-02,"트리니티소프트, '코드레이 엑스지 V6.0' 네이버 마켓플레이스 등록",트리니티소프트   코드레이 엑스지 V6 0  네이버 마켓플레이스 등록,"['트리니티', '소프트', '코드', '레이', '엑스', '네이버', '마켓', '플레이스', '등록']",트리니티 소프트 코드 레이 엑스 마켓 플레이스 등록,엑스,,엑스,"트리니티, 소프트, 코드, 레이, 마켓, 플레이스, 등록",-1
2023-06-02,"디딤365 네이버웍스 공공기관용, ‘조달청 디지털서비스몰’ 클라우드서비스(...",디딤365 네이버웍스 공공기관용   조달청 디지털서비스몰  클라우드서비스,"['네이버웍스', '공공', '기관', '조달청', '디지털', '서비스', '몰', '클라우드', '서비스']",네이버웍스 공공 기관 조달청 디지털 서비스 몰 클라우드 서비스,"기관, 디지털, 서비스, 클라우드, 서비스",,,"네이버웍스, 공공, 기관, 조달청, 디지털, 서비스, 몰, 클라우드, 서비스",0
2023-06-02,[더벨][네이버파이낸셜은 지금]간편결제서 종합자산관리로 서비스 진화,간편결제서 종합자산관리로 서비스 진화,"['결제', '종합', '자산', '관리', '서비스', '진화']",결제 종합 자산 관리 서비스 진화,"서비스, 진화",진화,,"결제, 종합, 자산, 관리, 서비스",1
2023-06-02,인사말 하는 한훈 통계청장,인사말 하는 한훈 통계청장,"['인사말', '후', '통계청', '장']",인사말 후 통계청 장,,,,"인사말, 후, 통계청, 장",0
2023-06-02,"문잠기고 쓰레기 방치된 대피소…행안부 ""제기능 발휘토록 정비""",문잠기고 쓰레기 방치된 대피소 행안부  제기능 발휘토록 정비,"['문', '쓰레기', '방치', '대피소', '행안부', '기능', '발휘', '정비']",문 쓰레기 방치 대피소 행안부 기능 발휘 정비,"쓰레기, 방치",,"쓰레기, 방치","문, 대피소, 행안부, 기능, 발휘, 정비",-3
2023-06-02,[더벨][네이버파이낸셜은 지금]본사보다 더 풍족한 자회사…그룹 현금창고 역...,본사보다 더 풍족한 자회사 그룹 현금창고 역,"['본사', '자회사', '그룹', '현금', '창고', '역']",본사 자회사 그룹 현금 창고 역,"자회사, 현금",,,"본사, 자회사, 그룹, 현금, 창고, 역",0
2023-06-02,"""한국 AI 경쟁력 어디까지 왔나?"" 삼성 17위·네이버 18위",한국 AI 경쟁력 어디까지 왔나   삼성 17위 네이버 18위,"['한국', '경쟁력', '삼성', '네이버']",한국 경쟁력 삼성,"한국, 경쟁력, 삼성",,,"한국, 경쟁력, 삼성",0
