Date,Title,ppc_Title,Tokens,Stop_tokens,Sentiment_Word,Pos_Word,Neg_Word,Zero_Word,Score
2023-08-31,"국회 속기에 네이버 클로바노트 사용 ""기밀 유출 우려""",국회 속기에 네이버 클로바노트 사용  기밀 유출 우려,"['국회', '속기', '네이버', '하이퍼클로바X', '노트', '사용', '기밀', '유출', '우려']",국회 속기 하이퍼클로바X 노트 사용 기밀 유출 우려,"유출, 우려",,"유출, 우려","국회, 속기, 하이퍼클로바X, 노트, 사용, 기밀",-2
2023-08-31,"""감성 뚝뚝, 겨울 캠핑용품 왔어요""…파세코, 네이버 라방",감성 뚝뚝  겨울 캠핑용품 왔어요  파세코  네이버 라방,"['감성', '겨울', '캠핑', '용품', '파세코', '네이버', '라', '방']",감성 겨울 캠핑 용품 파세코 방,,,,"감성, 겨울, 캠핑, 용품, 파세코, 방",0
2023-08-31,"네이버, 성장 단계별 맞춤형 브랜딩 지원 프로그램 강화",네이버  성장 단계별 맞춤형 브랜딩 지원 프로그램 강화,"['네이버', '성장', '단계', '맞춤', '브', '랜딩', '지원', '프로그램', '강화']",성장 단계 맞춤 브 랜딩 지원 프로그램 강화,"성장, 단계, 맞춤, 지원, 프로그램, 강화","성장, 맞춤, 지원, 강화",,"단계, 브, 랜딩, 프로그램",4
2023-08-31,"배재대, 네이버 자회사 '작가컴퍼니'와 업무협약",배재대  네이버 자회사  작가컴퍼니 와 업무협약,"['배재', '네이버', '자회사', '작가', '컴퍼니', '업무', '협약']",배재 자회사 작가 컴퍼니 업무 협약,"자회사, 협약",협약,,"배재, 자회사, 작가, 컴퍼니, 업무",1
2023-08-31,[오늘의 주요 일정] 네이버 카페 운영자 주가조작 혐의 첫 공판,네이버 카페 운영자 주가조작 혐의 첫 공판,"['네이버', '카페', '운영자', '주가', '조작', '혐의', '공판']",카페 운영자 주가 조작 혐의 공판,"카페, 주가, 조작, 혐의",,"조작, 혐의","카페, 운영자, 주가, 공판",-2
2023-08-31,네이버 투자 받은 'AI 스타트업' 상장,네이버 투자 받은  AI 스타트업  상장,"['네이버', '투자', '스타트업', '상장']",투자 스타트업 상장,"투자, 상장","투자, 상장",,스타트업,2
2023-08-31,"'트위스트 고고' 이찬원, '더 쇼(The Show)' 무대 영상 네이버TV 1위",트위스트 고고  이찬원   더 쇼 THE SHOW   무대 영상 네이버TV 1위,"['트위스트', '고고', '이찬원', '쇼', '무대', '영상', '네이버']",트위스트 고고 이찬원 쇼 무대 영상,고고,고고,,"트위스트, 이찬원, 쇼, 무대, 영상",1
2023-08-31,“이직제안 많이 받는 기업은 네이버·카카오페이·쿠팡”,이직제안 많이 받는 기업은 네이버 카카오페이 쿠팡,"['이직', '제안', '기업', '네이버', '카카오페이', '쿠팡']",이직 제안 기업 카카오페이 쿠팡,"기업, 카카오페이, 쿠팡",,,"이직, 제안, 기업, 카카오페이, 쿠팡",0
2023-08-31,"네이버 ‘하이퍼클로바X’, 시장 반응 썰렁한 이유 …“틀린 정보 제시로 신뢰...",네이버  하이퍼클로바X   시장 반응 썰렁한 이유   틀린 정보 제시로 신뢰,"['네이버', '하이퍼클로바X', '시장', '반응', '이유', '정보', '제시', '신뢰']",하이퍼클로바X 시장 반응 이유 정보 제시 신뢰,"시장, 이유, 정보, 신뢰",신뢰,,"하이퍼클로바X, 시장, 반응, 이유, 정보, 제시",1
2023-08-31,"'한국형 챗GPT'로 무장한 네이버, 구글에 내준 땅 되찾을까 [IT+]",한국형 챗GPT 로 무장한 네이버  구글에 내준 땅 되찾을까,"['한국', '챗', '무장', '네이버', '구글', '땅']",한국 챗 무장 구글 땅,"한국, 구글",,,"한국, 챗, 무장, 구글, 땅",0
2023-08-31,"AI 서비스 ‘큐:’ 앞세운 네이버, 새로운 검색 UI·UX 모습은?",AI 서비스  큐   앞세운 네이버  새로운 검색 UI UX 모습은,"['서비스', '큐', '네이버', '검색', '모습']",서비스 큐 검색 모습,서비스,,,"서비스, 큐, 검색, 모습",0
2023-08-31,"네이버 하이퍼클로바, 韓 문턱 넘어설까…중동·日 등 해외 진출 지속 모색할...",네이버 하이퍼클로바  韓 문턱 넘어설까 중동 日 등 해외 진출 지속 모색할,"['네이버', '하이퍼클로바X', '문턱', '중동', '해외', '진출', '지속', '모색']",하이퍼클로바X 문턱 중동 해외 진출 지속 모색,"해외, 진출, 모색","진출, 모색",,"하이퍼클로바X, 문턱, 중동, 해외, 지속",2
2023-08-31,"미마, 오는 31일 네이버 쇼핑라이브서 신제품 '미마 물티슈' 예약판매",미마  오는 31일 네이버 쇼핑라이브서 신제품  미마 물티슈  예약판매,"['미마', '네이버', '쇼핑', '라이브', '제품', '미마', '물티슈', '예약', '판매']",미마 쇼핑 라이브 제품 미마 물티슈 예약 판매,,,,"미마, 쇼핑, 라이브, 제품, 미마, 물티슈, 예약, 판매",0
2023-08-31,"[머니S포토] 코리아 핀테크 위크 2023, 네이버 클로바의 페이스 사인기술",코리아 핀테크 위크 2023  네이버 클로바의 페이스 사인기술,"['코리아', '핀테크', '위크', '네이버', '하이퍼클로바X', '페이스', '사인', '기술']",코리아 핀테크 위크 하이퍼클로바X 페이스 사인 기술,핀테크,,,"코리아, 핀테크, 위크, 하이퍼클로바X, 페이스, 사인, 기술",0
2023-08-31,"파이오링크, 네이버클라우드 고객 대상 프로모션 실시",파이오링크  네이버클라우드 고객 대상 프로모션 실시,"['파이오링크', '네이버클라우드', '고객', '대상', '프로모션', '실시']",파이오링크 네이버클라우드 고객 대상 프로모션 실시,"대상, 프로모션, 실시","대상, 프로모션, 실시",,"파이오링크, 네이버클라우드, 고객",3
2023-08-31,"엔비티, 주가 급등…네이버웹툰 북미 소식에 들썩",엔비티  주가 급등 네이버웹툰 북미 소식에 들썩,"['엔비티', '주가', '급등', '네이버웹툰', '북미', '소식']",엔비티 주가 급등 네이버웹툰 북미 소식,"주가, 급등, 소식",급등,,"엔비티, 주가, 네이버웹툰, 북미, 소식",2
2023-08-31,판 커지는 토종 AI 시장 … 네이버 클로바X에 관심 집중 [빅데이터로 본 재테...,판 커지는 토종 AI 시장   네이버 클로바X에 관심 집중  빅데이터로 본 재테,"['판', '토종', '시장', '네이버', '하이퍼클로바X', '관심', '집중', '빅데이터', '재테']",판 토종 시장 하이퍼클로바X 관심 집중 빅데이터 재테,"시장, 관심, 집중","관심, 집중",,"판, 토종, 시장, 하이퍼클로바X, 빅데이터, 재테",2
2023-08-31,[뉴스in뉴스] 엇갈리는 네이버 AI 평가…세계는 ‘기업용’ 전쟁,엇갈리는 네이버 AI 평가 세계는  기업용  전쟁,"['네이버', '평가', '세계', '기업', '전쟁']",평가 세계 기업 전쟁,"평가, 세계, 기업, 전쟁",,평가,"세계, 기업, 전쟁",-1
2023-08-31,"라이프시맨틱스, 네이버 클라우드와 태국 현지화한 비대면 진료 플랫폼 시연",라이프시맨틱스  네이버 클라우드와 태국 현지화한 비대면 진료 플랫폼 시연,"['라이프', '시맨틱스', '네이버', '클라우드', '태국', '현지', '대면', '진료', '플랫폼', '시연']",라이프 시맨틱스 클라우드 태국 현지 대면 진료 플랫폼 시연,"클라우드, 플랫폼",,,"라이프, 시맨틱스, 클라우드, 태국, 현지, 대면, 진료, 플랫폼, 시연",0
2023-08-31,"""쇼핑몰 사장됐어요""…여중생들이 '광양 감성' 문구 제작",쇼핑몰 사장됐어요  여중생들이  광양 감성  문구 제작,"['쇼핑몰', '사장', '여중', '광양', '감성', '문구', '제작']",쇼핑몰 사장 여중 광양 감성 문구 제작,,,,"쇼핑몰, 사장, 여중, 광양, 감성, 문구, 제작",0
2023-08-31,"""AI 시대 내 일자리 괜찮을까""...네이버 클로바X에 물어보니",AI 시대 내 일자리 괜찮을까    네이버 클로바X에 물어보니,"['시대', '일자리', '네이버', '하이퍼클로바X']",시대 일자리 하이퍼클로바X,시대,,,"시대, 일자리, 하이퍼클로바X",0
2023-09-01,"네이버, 쿠팡 '기습공격'…멤버십 회원에 '반값 할인' [정지은의 산업노트]",네이버  쿠팡  기습공격  멤버십 회원에  반값 할인,"['네이버', '쿠팡', '기습', '공격', '멤버십', '회원', '반값', '할인']",쿠팡 기습 공격 멤버십 회원 반값 할인,"쿠팡, 공격, 멤버십, 반값, 할인","반값, 할인",공격,"쿠팡, 기습, 멤버십, 회원",1
2023-09-01,"몸집 키우는 네이버웹툰, 2024년 상장 추진… 풀어야 할 과제는",몸집 키우는 네이버웹툰  2024년 상장 추진  풀어야 할 과제는,"['몸집', '네이버웹툰', '상장', '추진', '과제']",몸집 네이버웹툰 상장 추진 과제,"상장, 추진","상장, 추진",,"몸집, 네이버웹툰, 과제",2
2023-09-01,"네이버, 7일 익스플로러10 이하 버전서 뉴스서비스 종료",네이버  7일 익스플로러10 이하 버전서 뉴스서비스 종료,"['네이버', '익스플로러', '이하', '버전', '서', '뉴스', '서비스', '종료']",익스플로러 이하 버전 서 뉴스 서비스 종료,"이하, 뉴스, 서비스, 종료",,"이하, 종료","익스플로러, 버전, 서, 뉴스, 서비스",-2
2023-09-01,"네이버 D2SF, 캠퍼스 기술창업 공모전 개최",네이버 D2SF  캠퍼스 기술창업 공모전 개최,"['네이버', '캠퍼스', '기술', '창업', '공모전', '개최']",캠퍼스 기술 창업 공모전 개최,"창업, 개최",개최,,"캠퍼스, 기술, 창업, 공모전",1
2023-09-01,"네이버·카카오·쿠팡 등 오픈마켓, 자율규제 추진 나섰다",네이버 카카오 쿠팡 등 오픈마켓  자율규제 추진 나섰다,"['네이버', '카카오', '쿠팡', '오픈마켓', '자율', '규제', '추진']",카카오 쿠팡 오픈마켓 자율 규제 추진,"카카오, 쿠팡, 규제, 추진",추진,규제,"카카오, 쿠팡, 오픈마켓, 자율",-1
2023-09-01,포스코·네이버·KT … 이달 중순 우크라 현장 간다,포스코 네이버 KT   이달 중순 우크라 현장 간다,"['포스코', '네이버', '이달', '중순', '우크라', '현장']",포스코 이달 중순 우크라 현장,,,,"포스코, 이달, 중순, 우크라, 현장",0
2023-09-01,네이버는 10월4일도 쉰다…추석 연휴가 일주일,네이버는 10월4일도 쉰다 추석 연휴가 일주일,"['네이버', '추석', '연휴', '일주일']",추석 연휴 일주일,"추석, 일주일",,,"추석, 연휴, 일주일",0
2023-09-01,"네이버 커넥트재단, ‘부스트캠프 AI 테크’ 6기 모집",네이버 커넥트재단   부스트캠프 AI 테크  6기 모집,"['네이버', '커넥트', '재단', '부스트', '캠프', '테크', '기', '모집']",커넥트 재단 부스트 캠프 테크 모집,테크,,,"커넥트, 재단, 부스트, 캠프, 테크, 모집",0
2023-09-01,"네이버웹툰, AI·데이터 조직 통합한 이유는?",네이버웹툰  AI 데이터 조직 통합한 이유는,"['네이버웹툰', '데이터', '조직', '통합', '이유']",네이버웹툰 데이터 조직 통합 이유,이유,,,"네이버웹툰, 데이터, 조직, 통합, 이유",0
2023-09-01,"차입금 4조 네이버, 계열사 적자 누적 카카오…현금 확보 비상",차입금 4조 네이버  계열사 적자 누적 카카오 현금 확보 비상,"['차입금', '네이버', '계열사', '적자', '누적', '카카오', '현금', '확보', '비상']",차입금 계열사 적자 누적 카카오 현금 확보 비상,"계열사, 적자, 카카오, 현금, 확보, 비상",확보,"적자, 비상","차입금, 계열사, 누적, 카카오, 현금",-1
2023-09-01,"네이버 커넥트재단, 쥬니버 등 '아동용 개인정보 처리방침' 공개",네이버 커넥트재단  쥬니버 등  아동용 개인정보 처리방침  공개,"['네이버', '커넥트', '재단', '쥬니버', '아동', '개인', '정보', '처리', '방침', '공개']",커넥트 재단 쥬니버 아동 개인 정보 처리 방침 공개,"개인, 정보",,,"커넥트, 재단, 쥬니버, 아동, 개인, 정보, 처리, 방침, 공개",0
2023-09-01,"고려은단, 네이버 브랜드데이 프로모션 진행",고려은단  네이버 브랜드데이 프로모션 진행,"['고려은단', '네이버', '브랜드', '데이', '프로모션', '진행']",고려은단 브랜드 데이 프로모션 진행,"프로모션, 진행","프로모션, 진행",,"고려은단, 브랜드, 데이",2
2023-09-01,"뷰티시장, 온·오프 1%싸움…쿠팡·네이버·올리브영 ‘온라인각축전’",뷰티시장  온 오프 1 싸움 쿠팡 네이버 올리브영  온라인각축전,"['뷰티', '시장', '오프', '싸움', '쿠팡', '네이버', '올리브', '영', '온라인', '각축전']",뷰티 시장 오프 싸움 쿠팡 올리브 영 온라인 각축전,"시장, 싸움, 쿠팡, 각축전",,싸움,"뷰티, 시장, 오프, 쿠팡, 올리브, 영, 온라인, 각축전",-1
2023-09-01,"크라우드웍스, 주가 급등…네이버 투자 부각",크라우드웍스  주가 급등 네이버 투자 부각,"['크라우드웍스', '주가', '급등', '네이버', '투자', '부각']",크라우드웍스 주가 급등 투자 부각,"주가, 급등, 투자","급등, 투자",,"크라우드웍스, 주가, 부각",3
2023-09-01,웹소설 '죽여주는 애인' 네이버 시리즈 런칭,웹소설  죽여주는 애인  네이버 시리즈 런칭,"['웹', '소설', '애인', '네이버', '시리즈', '런']",웹 소설 애인 시리즈 런,,,,"웹, 소설, 애인, 시리즈, 런",0
2023-09-01,"화성시, 네이버 밴드 창구 개설해 공동주택 입주민들과 소통한다",화성시  네이버 밴드 창구 개설해 공동주택 입주민들과 소통한다,"['화성시', '네이버', '밴드', '창구', '개설', '공동', '주택', '입주민', '소통']",화성시 밴드 창구 개설 공동 주택 입주민 소통,,,,"화성시, 밴드, 창구, 개설, 공동, 주택, 입주민, 소통",0
2023-09-01,"네이버, 10월부터 도착 보장 유료화",네이버  10월부터 도착 보장 유료화,"['네이버', '도착', '보장', '유료']",도착 보장 유료,"보장, 유료",보장,유료,도착,0
2023-09-01,"네이버, 국내 유일 초거대 AI '비용절감 전담팀' 운영",네이버  국내 유일 초거대 AI  비용절감 전담팀  운영,"['네이버', '국내', '유일', '거대', '비용', '절감', '전담', '팀', '운영']",국내 유일 거대 비용 절감 전담 팀 운영,"국내, 거대, 비용, 절감",거대,"비용, 절감","국내, 유일, 전담, 팀, 운영",-1
2023-09-01,"""꽃길만 걸으라우"" 김정은 티셔츠에 발칵…네이버·쿠팡도 입건",꽃길만 걸으라우  김정은 티셔츠에 발칵 네이버 쿠팡도 입건,"['꽃길', '김정', '티셔츠', '네이버', '쿠팡', '입건']",꽃길 김정 티셔츠 쿠팡 입건,"꽃길, 쿠팡",꽃길,,"김정, 티셔츠, 쿠팡, 입건",1
2023-09-01,온신협 “네이버 AI의 뉴스 무단학습은 불공정한 저작권 침해”,온신협  네이버 AI의 뉴스 무단학습은 불공정한 저작권 침해,"['신협', '네이버', '뉴스', '무단', '학습', '공정', '저작', '침해']",신협 뉴스 무단 학습 공정 저작 침해,"뉴스, 무단, 침해",,"무단, 침해","신협, 뉴스, 학습, 공정, 저작",-2
2023-09-01,"포유디지탈, '뮤패드 K10 PLUS' 네이버 출시 기념 할인 행사",포유디지탈   뮤패드 K10 PLUS  네이버 출시 기념 할인 행사,"['포유', '디지탈', '뮤패드', '네이버', '출시', '기념', '할인', '행사']",포유 디지탈 뮤패드 출시 기념 할인 행사,"출시, 할인","출시, 할인",,"포유, 디지탈, 뮤패드, 기념, 행사",2
2023-09-01,네이버·카카오 주가 급락에… 스톡옵션 행사 70% 급감,네이버 카카오 주가 급락에  스톡옵션 행사 70  급감,"['네이버', '카카오', '주가', '급락', '스톡옵션', '행사', '급감']",카카오 주가 급락 스톡옵션 행사 급감,"카카오, 주가, 급락, 스톡옵션, 급감",,"급락, 급감","카카오, 주가, 스톡옵션, 행사",-3
2023-09-01,[단독] 황영웅 9월 복귀? 네이버TV ‘불타는 트롯맨’ 황영웅 동영상 7개 ‘T...,황영웅 9월 복귀  네이버TV  불타는 트롯맨  황영웅 동영상 7개  T,"['황', '영웅', '복귀', '네이버', '트롯맨', '황', '영웅', '동영상']",황 영웅 복귀 트롯맨 황 영웅 동영상,"영웅, 영웅","영웅, 영웅",,"황, 복귀, 트롯맨, 황, 동영상",4
2023-09-01,'네이버웹툰 美 상장' 소식에 와이랩 주가 15%대 강세,네이버웹툰 美 상장  소식에 와이랩 주가 15 대 강세,"['네이버웹툰', '상장', '소식', '와이랩', '주가', '강세']",네이버웹툰 상장 소식 와이랩 주가 강세,"상장, 소식, 주가, 강세","상장, 강세",,"네이버웹툰, 소식, 와이랩, 주가",2
2023-09-01,"학교종이, 네이버 웨일스페이스와 계정 연동…학급 운영 효율성 제고",학교종이  네이버 웨일스페이스와 계정 연동 학급 운영 효율성 제고,"['학교', '종이', '네이버', '웨일스', '페이스', '계정', '연동', '학급', '운영', '효율', '제고']",학교 종이 웨일스 페이스 계정 연동 학급 운영 효율 제고,계정,,,"학교, 종이, 웨일스, 페이스, 계정, 연동, 학급, 운영, 효율, 제고",0
2023-09-01,"엔씨디지텍, 네이버 쇼핑라이브 '새학기 새출발 신학기 특가 라이브' 진행",엔씨디지텍  네이버 쇼핑라이브  새학기 새출발 신학기 특가 라이브  진행,"['엔씨디지텍', '네이버', '쇼핑', '라이브', '학기', '출발', '학기', '특가', '라이브', '진행']",엔씨디지텍 쇼핑 라이브 학기 출발 학기 특가 라이브 진행,"출발, 진행","출발, 진행",,"엔씨디지텍, 쇼핑, 라이브, 학기, 학기, 특가, 라이브",2
2023-09-01,네이버·카카오 AI회사들이 기업대상 B2B용 AI에 주목하는 이유는?,네이버 카카오 AI회사들이 기업대상 B2B용 AI에 주목하는 이유는,"['네이버', '카카오', '회사', '기업', '대상', '주목', '이유']",카카오 회사 기업 대상 주목 이유,"카카오, 회사, 기업, 대상, 주목, 이유","대상, 주목",,"카카오, 회사, 기업, 이유",2
2023-09-01,"""모국어가 한글인 네이버AI, 챗GPT보다 우리나라에 특화됐다""",모국어가 한글인 네이버AI  챗GPT보다 우리나라에 특화됐다,"['모국어', '한글', '네이버', '챗', '우리나라', '특화']",모국어 한글 챗 우리나라 특화,"우리나라, 특화",특화,,"모국어, 한글, 챗, 우리나라",1
2023-09-01,"카카오는 쇼핑사업 정비 중, 홍은택 커머스 강화 ‘네이버 성공 방정식’ 따라...",카카오는 쇼핑사업 정비 중  홍은택 커머스 강화  네이버 성공 방정식  따라,"['카카오', '쇼핑', '사업', '정비', '홍은택', '커머스', '강화', '네이버', '성공', '방정식']",카카오 쇼핑 사업 정비 홍은택 커머스 강화 성공 방정식,"카카오, 사업, 강화, 성공","강화, 성공",,"카카오, 쇼핑, 사업, 정비, 홍은택, 커머스, 방정식",3
2023-09-01,"네이버페이·NH농협은행, 빅테크도 금융사도 미래형 디지털 정조준",네이버페이 NH농협은행  빅테크도 금융사도 미래형 디지털 정조준,"['네이버페이', 'NH농협은행', '빅', '테크', '금융사', '미래', '디지털', '정조준']",네이버페이 NH농협은행 빅 테크 금융사 미래 디지털 정조준,"테크, 미래, 디지털, 정조준","미래, 정조준",,"네이버페이, NH농협은행, 빅, 테크, 금융사, 디지털",2
2023-09-01,"필립스 소닉케어, 추석 프로모션…최대 60% 할인",필립스 소닉케어  추석 프로모션 최대 60  할인,"['필립스', '소닉', '케어', '추석', '프로모션', '최대', '할인']",필립스 소닉 케어 추석 프로모션 최대 할인,"추석, 프로모션, 최대, 할인","프로모션, 최대, 할인",,"필립스, 소닉, 케어, 추석",3
2023-09-01,"네이버, ""한글 기록물 공유해주세요""…'한글한글 아름답게' 15주년 이벤트 연...",네이버   한글 기록물 공유해주세요   한글한글 아름답게  15주년 이벤트 연,"['네이버', '한글', '기록물', '공유', '한글', '한글', '이벤트', '연']",한글 기록물 공유 한글 한글 이벤트 연,이벤트,이벤트,,"한글, 기록물, 공유, 한글, 한글, 연",1
2023-09-01,"IITP와 네이버클라우드, 디지털 인재 양성 위해 ‘뜻 모아’",IITP와 네이버클라우드  디지털 인재 양성 위해  뜻 모아,"['네이버클라우드', '디지털', '인재', '양성', '뜻']",네이버클라우드 디지털 인재 양성 뜻,"디지털, 인재, 양성","인재, 양성",,"네이버클라우드, 디지털, 뜻",2
2023-09-01,"""우리 같이 일해요"" 스카웃 유혹…가장 많이 받는 회사는?",우리 같이 일해요  스카웃 유혹 가장 많이 받는 회사는,"['스카웃', '유혹', '회사']",스카웃 유혹 회사,"유혹, 회사",,유혹,"스카웃, 회사",-1
2023-09-01,'코리아 핀테크 위크 2023'에 뜬 네이버·카카오페이...얼굴인식·태그 결제 ...,코리아 핀테크 위크 2023 에 뜬 네이버 카카오페이   얼굴인식 태그 결제,"['코리아', '핀테크', '위크', '네이버', '카카오페이', '얼굴', '인식', '태그', '결제']",코리아 핀테크 위크 카카오페이 얼굴 인식 태그 결제,"핀테크, 카카오페이",,,"코리아, 핀테크, 위크, 카카오페이, 얼굴, 인식, 태그, 결제",0
2023-09-01,"[주간 데이터동향] 네이버앱 처음으로 이용자수 4,000만명 돌파…AI 기반 플랫...",네이버앱 처음으로 이용자수 4 000만명 돌파 AI 기반 플랫,"['네이버', '앱', '처음', '이용자', '수', '돌파', '기반', '플랫']",앱 처음 이용자 돌파 기반 플랫,돌파,돌파,,"앱, 처음, 이용자, 기반, 플랫",2
2023-09-01,특별할인으로 더 커진 혜택! 네이버 ‘삼성 슈퍼위크’ 기획전 진행,특별할인으로 더 커진 혜택  네이버  삼성 슈퍼위크  기획전 진행,"['특별', '할인', '혜택', '네이버', '삼성', '슈퍼', '위크', '기획전', '진행']",특별 할인 혜택 삼성 슈퍼 위크 기획전 진행,"할인, 혜택, 삼성, 슈퍼, 진행","할인, 혜택, 슈퍼, 진행",,"특별, 삼성, 위크, 기획전",4
2023-09-01,[엠빅뉴스] 무한도전 나왔던 대통령 충격 근황,무한도전 나왔던 대통령 충격 근황,"['무한', '도전', '대통령', '충격', '근황']",무한 도전 대통령 충격 근황,"도전, 대통령, 충격",도전,충격,"무한, 대통령, 근황",0
2023-09-01,[라이센스 제약·헬스 PICK] 고려은단·광동제약·한국콜마,고려은단 광동제약 한국콜마,"['고려은단', '광동제약', '한국콜마']",고려은단 광동제약 한국콜마,,,,"고려은단, 광동제약, 한국콜마",0
2023-09-01,"[엠빅뉴스] 역대급 '죽음의 조' 탄생, 알고 보니..",역대급  죽음의 조  탄생  알고 보니,"['역대', '급', '죽음', '조', '탄생']",역대 급 죽음 조 탄생,"역대, 죽음",,"역대, 죽음","급, 조, 탄생",-2
2023-09-04,티맵=네이버지도+카카오T+쏘카…'초대형 슈퍼앱' 도약,티맵 네이버지도 카카오T 쏘카  초대형 슈퍼앱  도약,"['티맵', '네이버', '카카오', '쏘카', '대형', '슈퍼', '앱', '도약']",티맵 카카오 쏘카 대형 슈퍼 앱 도약,"카카오, 슈퍼, 도약","슈퍼, 도약",,"티맵, 카카오, 쏘카, 대형, 앱",2
2023-09-04,"구글 추격 따돌린 네이버 ""클로바X가 효자""",구글 추격 따돌린 네이버  클로바X가 효자,"['구글', '추격', '네이버', '하이퍼클로바X', '효자']",구글 추격 하이퍼클로바X 효자,"구글, 추격, 효자",효자,추격,"구글, 하이퍼클로바X",0
2023-09-04,한국어에 능하지만 글짓기·전문지식에 약한 네이버 CLOVA X,한국어에 능하지만 글짓기 전문지식에 약한 네이버 CLOVA X,"['한국어', '글짓기', '전문', '지식', '네이버']",한국어 글짓기 전문 지식,,,,"한국어, 글짓기, 전문, 지식",0
2023-09-04,네이버·카톡 소셜 로그인창 아녔어?…눈뜨고 코베는 신종 피싱 공격,네이버 카톡 소셜 로그인창 아녔어  눈뜨고 코베는 신종 피싱 공격,"['네이버', '카톡', '소셜', '로그인', '창', '아녔어', '코베', '신종', '피싱', '공격']",카톡 소셜 로그인 창 아녔어 코베 신종 피싱 공격,"카톡, 피싱, 공격",,"피싱, 공격","카톡, 소셜, 로그인, 창, 아녔어, 코베, 신종",-2
2023-09-04,"“이 제품, 대박났다며?”…‘디지털 광고판’ 흔드는 네이버·카카오",이 제품  대박났다며    디지털 광고판  흔드는 네이버 카카오,"['제품', '박', '디지털', '광고판', '네이버', '카카오']",제품 박 디지털 광고판 카카오,"디지털, 카카오",,,"제품, 박, 디지털, 광고판, 카카오",0
2023-09-04,또 수수료 올린 네이버 리셀 플랫폼 ‘크림’…IPO 밑그림? [재계 TALK TALK],또 수수료 올린 네이버 리셀 플랫폼  크림  IPO 밑그림,"['수수료', '네이버', '리셀', '플랫폼', '크림', '밑그림']",수수료 리셀 플랫폼 크림 밑그림,"수수료, 플랫폼",,수수료,"리셀, 플랫폼, 크림, 밑그림",-1
2023-09-04,"MBC 제3노조 ""'대선여론조작' 의혹 뉴스타파, 네이버 CP서 당장 퇴출시켜라!""...",MBC 제3노조   대선여론조작  의혹 뉴스타파  네이버 CP서 당장 퇴출시켜라,"['노조', '대선', '여론', '조작', '의혹', '뉴스타파', '네이버', '당장', '퇴출']",노조 대선 여론 조작 의혹 뉴스타파 당장 퇴출,"노조, 대선, 조작, 의혹, 퇴출",,"노조, 조작, 의혹, 퇴출","대선, 여론, 뉴스타파, 당장",-4
2023-09-04,"고려은단, 4일 건강기능식품 네이버 브랜드데이 진행",고려은단  4일 건강기능식품 네이버 브랜드데이 진행,"['고려은단', '건강', '기능', '식품', '네이버', '브랜드', '데이', '진행']",고려은단 건강 기능 식품 브랜드 데이 진행,진행,진행,,"고려은단, 건강, 기능, 식품, 브랜드, 데이",1
2023-09-04,"도착배송, 이젠 돈 받는다…네이버, 수익성 개선 박차",도착배송  이젠 돈 받는다 네이버  수익성 개선 박차,"['도착', '배송', '이제', '돈', '네이버', '수익', '개선', '박차']",도착 배송 이제 돈 수익 개선 박차,"배송, 수익, 개선, 박차","수익, 개선, 박차",,"도착, 배송, 이제, 돈",3
2023-09-04,"""네이버, '대선 공작' 뉴스타파 즉각 퇴출해야...가짜뉴스 타파가 민주주의 지...",네이버   대선 공작  뉴스타파 즉각 퇴출해야   가짜뉴스 타파가 민주주의 지,"['네이버', '대선', '공작', '뉴스타파', '퇴출', '가짜', '뉴스', '타파', '민주주의']",대선 공작 뉴스타파 퇴출 가짜 뉴스 타파 민주주의,"대선, 퇴출, 가짜, 뉴스",,"퇴출, 가짜","대선, 공작, 뉴스타파, 뉴스, 타파, 민주주의",-3
2023-09-04,"쏘카, 네이버와 협업 점유율 확대…롯데렌탈과 시너지는 미지수-상상인",쏘카  네이버와 협업 점유율 확대 롯데렌탈과 시너지는 미지수 상상인,"['쏘카', '네이버', '협업', '점유', '확대', '롯데', '렌탈', '시너지', '미지수', '상상']",쏘카 협업 점유 확대 롯데 렌탈 시너지 미지수 상상,"협업, 점유, 확대, 시너지","협업, 점유, 확대, 시너지",,"쏘카, 롯데, 렌탈, 미지수, 상상",4
2023-09-04,"황영웅, 네이버TV 2위 재진입....상금 기부 선행까지 '훈훈'",황영웅  네이버TV 2위 재진입    상금 기부 선행까지  훈훈,"['황', '영웅', '네이버', '진입', '상금', '기부', '선행']",황 영웅 진입 상금 기부 선행,"영웅, 진입, 기부","영웅, 진입, 기부",,"황, 상금, 선행",4
2023-09-04,"상상인증권 ""네이버 커머스모델 효과적, 글로벌 확장 시나리오 통해 성장""",상상인증권  네이버 커머스모델 효과적  글로벌 확장 시나리오 통해 성장,"['상상', '증권', '네이버', '커머스', '모델', '효과', '글로벌', '확장', '시나리오', '성장']",상상 증권 커머스 모델 효과 글로벌 확장 시나리오 성장,"증권, 글로벌, 확장, 성장","확장, 성장",,"상상, 증권, 커머스, 모델, 효과, 글로벌, 시나리오",2
2023-09-04,"이동관 방통위원장 “뉴스타파 김만배 인터뷰, 중대범죄이자 국기문란”",이동관 방통위원장  뉴스타파 김만배 인터뷰  중대범죄이자 국기문란,"['이동관', '방통위원장', '뉴스타파', '김', '배', '인터뷰', '중대', '범죄', '국기', '문란']",이동관 방통위원장 뉴스타파 김 배 인터뷰 중대 범죄 국기 문란,범죄,,범죄,"이동관, 방통위원장, 뉴스타파, 김, 배, 인터뷰, 중대, 국기, 문란",-2
